Versicherer,Kanton,Hoheitsgebiet,Geschäftsjahr,Erhebungsjahr,Region,Tarif,Tariftyp,HMO-ID,Eingeschränkt,Gemeindecode,PLZ4,%_IN_GDE,KTKZ,GDENAMK,PlzGemeinde
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8001,Y,195,8127,30.66,ZH,Maur,8127 Maur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8001,Y,195,8132,0.71,ZH,Maur,8132 Maur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8310,0.11,ZH,Winterthur,8310 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8352,0.26,ZH,Winterthur,8352 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8400,38.24,ZH,Winterthur,8400 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8404,17.4,ZH,Winterthur,8404 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8405,14.75,ZH,Winterthur,8405 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8406,11.54,ZH,Winterthur,8406 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8408,13.8,ZH,Winterthur,8408 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8409,3.05,ZH,Winterthur,8409 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8482,0.84,ZH,Winterthur,8482 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8542,0.01,ZH,Winterthur,8542 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8003,Y,230,8545,0.02,ZH,Winterthur,8545 Winterthur
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8046,Y,NA,NA,NA,NA,NA,NA NA
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8050G,Y,54,8305,99.8,ZH,Dietlikon,8305 Dietlikon
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8050G,Y,54,8600,0.2,ZH,Dietlikon,8600 Dietlikon
558,ZH,CH,2020,2019,PR-REG CH2,HMO_Kt,TAR-HMO,hmo8400R,Y,NA,NA,NA,NA,NA,NA NA
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo6300,Y,NA,NA,NA,NA,NA,NA NA
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8001,Y,296,8307,57.09,ZH,Illnau-Effretikon,8307 Illnau-Effretikon
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8001,Y,296,8308,33.82,ZH,Illnau-Effretikon,8308 Illnau-Effretikon
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8001,Y,296,8314,5.95,ZH,Illnau-Effretikon,8314 Illnau-Effretikon
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8001,Y,296,8482,0.64,ZH,Illnau-Effretikon,8482 Illnau-Effretikon
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8001,Y,296,8483,2.49,ZH,Illnau-Effretikon,8483 Illnau-Effretikon
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8003,Y,241,8904,100,ZH,Aesch (ZH),8904 Aesch (ZH)
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8046,Y,89,8172,100,ZH,Niederglatt,8172 Niederglatt
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8050G,Y,298,8542,68.58,ZH,Wiesendangen,8542 Wiesendangen
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8050G,Y,298,8543,21.22,ZH,Wiesendangen,8543 Wiesendangen
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8050G,Y,298,8544,8.65,ZH,Wiesendangen,8544 Wiesendangen
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8050G,Y,298,8546,1.55,ZH,Wiesendangen,8546 Wiesendangen
558,ZH,CH,2020,2019,PR-REG CH3,HMO_Kt,TAR-HMO,hmo8400R,Y,219,8352,100,ZH,Elsau,8352 Elsau
1362,VS,CH,2020,2019,PR-REG CH2,Medicasa,TAR-HAM,NA,Y,NA,NA,NA,NA,NA,NA NA
1555,AG,CH,2020,2019,PR-REG CH0,HMO_2,TAR-HMO,hmo5400,Y,4035,5443,100,AG,Niederrohrdorf,5443 Niederrohrdorf
1555,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1786,43.04,FR,Mont-Vully,1786 Mont-Vully
1555,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1787,18.54,FR,Mont-Vully,1787 Mont-Vully
1555,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1788,10.84,FR,Mont-Vully,1788 Mont-Vully
1555,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1789,27.58,FR,Mont-Vully,1789 Mont-Vully
1555,SG,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo8006,Y,NA,NA,NA,NA,NA,NA NA
1555,SG,CH,2020,2019,PR-REG CH3,HMO_1,TAR-HMO,hmo8006,Y,NA,NA,NA,NA,NA,NA NA
1555,SO,CH,2020,2019,PR-REG CH0,HMO_1,TAR-HMO,hmo8006,Y,2571,4618,100,SO,Boningen,4618 Boningen
1555,SZ,CH,2020,2019,PR-REG CH0,HMO_1,TAR-HMO,hmo8006,Y,1348,8857,100,SZ,Vorderthal,8857 Vorderthal
1568,AG,CH,2020,2019,PR-REG CH0,HMO_2,TAR-HMO,hmo5400,Y,4035,5443,100,AG,Niederrohrdorf,5443 Niederrohrdorf
1568,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1786,43.04,FR,Mont-Vully,1786 Mont-Vully
1568,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1787,18.54,FR,Mont-Vully,1787 Mont-Vully
1568,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1788,10.84,FR,Mont-Vully,1788 Mont-Vully
1568,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1789,27.58,FR,Mont-Vully,1789 Mont-Vully
1568,SG,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo8006,Y,NA,NA,NA,NA,NA,NA NA
1568,SG,CH,2020,2019,PR-REG CH3,HMO_1,TAR-HMO,hmo8006,Y,NA,NA,NA,NA,NA,NA NA
1568,SO,CH,2020,2019,PR-REG CH0,HMO_1,TAR-HMO,hmo8006,Y,2571,4618,100,SO,Boningen,4618 Boningen
1568,SZ,CH,2020,2019,PR-REG CH0,HMO_1,TAR-HMO,hmo8006,Y,1348,8857,100,SZ,Vorderthal,8857 Vorderthal
1570,AG,CH,2020,2019,PR-REG CH0,HMO_2,TAR-HMO,hmo5400,Y,4035,5443,100,AG,Niederrohrdorf,5443 Niederrohrdorf
1570,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1786,43.04,FR,Mont-Vully,1786 Mont-Vully
1570,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1787,18.54,FR,Mont-Vully,1787 Mont-Vully
1570,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1788,10.84,FR,Mont-Vully,1788 Mont-Vully
1570,FR,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo3011B11,Y,2284,1789,27.58,FR,Mont-Vully,1789 Mont-Vully
1570,SG,CH,2020,2019,PR-REG CH2,HMO_1,TAR-HMO,hmo8006,Y,NA,NA,NA,NA,NA,NA NA
1570,SG,CH,2020,2019,PR-REG CH3,HMO_1,TAR-HMO,hmo8006,Y,NA,NA,NA,NA,NA,NA NA
1570,SO,CH,2020,2019,PR-REG CH0,HMO_1,TAR-HMO,hmo8006,Y,2571,4618,100,SO,Boningen,4618 Boningen
1570,SZ,CH,2020,2019,PR-REG CH0,HMO_1,TAR-HMO,hmo8006,Y,1348,8857,100,SZ,Vorderthal,8857 Vorderthal
8,AG,CH,2020,2019,PR-REG CH0,01_016_16,TAR-HAM,NA,Y,4071,8916,100,AG,Jonen,8916 Jonen
8,BE,CH,2020,2019,PR-REG CH2,01_016_14,TAR-HAM,NA,Y,409,3324,99.31,BE,Hindelbank,3324 Hindelbank
8,BE,CH,2020,2019,PR-REG CH2,01_016_14,TAR-HAM,NA,Y,409,3325,0.69,BE,Hindelbank,3325 Hindelbank
8,FR,CH,2020,2019,PR-REG CH2,01_016_15,TAR-HAM,NA,Y,2055,1468,79.32,FR,Cheyres-Châbles,1468 Cheyres-Châbles
8,FR,CH,2020,2019,PR-REG CH2,01_016_15,TAR-HAM,NA,Y,2055,1474,20.68,FR,Cheyres-Châbles,1474 Cheyres-Châbles
8,SO,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,2497,4653,100,SO,Obergösgen,4653 Obergösgen
8,SO,CH,2020,2019,PR-REG CH0,01_016_15,TAR-HAM,NA,Y,2475,4146,100,SO,Hochwald,4146 Hochwald
8,TG,CH,2020,2019,PR-REG CH0,01_016_14,TAR-HAM,NA,Y,NA,NA,NA,NA,NA,NA NA
8,VD,CH,2020,2019,PR-REG CH2,01_016_15,TAR-HAM,NA,Y,NA,NA,NA,NA,NA,NA NA
246,BE,CH,2020,2019,PR-REG CH2,igomed,TAR-HAM,NA,Y,666,3179,100,BE,Kriechenwil,3179 Kriechenwil
246,BE,CH,2020,2019,PR-REG CH2,Regiomed,TAR-HAM,NA,Y,NA,NA,NA,NA,NA,NA NA
246,BE,CH,2020,2019,PR-REG CH3,beodocs,TAR-HAM,NA,Y,576,3816,3.36,BE,Grindelwald,3816 Grindelwald
246,BE,CH,2020,2019,PR-REG CH3,beodocs,TAR-HAM,NA,Y,576,3818,96.33,BE,Grindelwald,3818 Grindelwald
246,BE,CH,2020,2019,PR-REG CH3,beodocs,TAR-HAM,NA,Y,576,3823,0.31,BE,Grindelwald,3823 Grindelwald
246,BE,CH,2020,2019,PR-REG CH3,igomed,TAR-HAM,NA,Y,576,3816,3.36,BE,Grindelwald,3816 Grindelwald
246,BE,CH,2020,2019,PR-REG CH3,igomed,TAR-HAM,NA,Y,576,3818,96.33,BE,Grindelwald,3818 Grindelwald
246,BE,CH,2020,2019,PR-REG CH3,igomed,TAR-HAM,NA,Y,576,3823,0.31,BE,Grindelwald,3823 Grindelwald
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo4054R,Y,4261,4323,100,AG,Wallbach,4323 Wallbach
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5000,Y,4091,5105,100,AG,Auenstein,5105 Auenstein
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5400,Y,4035,5443,100,AG,Niederrohrdorf,5443 Niederrohrdorf
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,4076,5614,99.55,AG,Sarmenstorf,5614 Sarmenstorf
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,4076,5618,0.45,AG,Sarmenstorf,5618 Sarmenstorf
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6460D,Y,4206,5102,99.04,AG,Rupperswil,5102 Rupperswil
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6460D,Y,4206,5103,0.96,AG,Rupperswil,5103 Rupperswil
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,4076,5614,99.55,AG,Sarmenstorf,5614 Sarmenstorf
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,4076,5618,0.45,AG,Sarmenstorf,5618 Sarmenstorf
312,AG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8953,Y,4075,8964,100,AG,Rudolfstetten-Friedlisb.,8964 Rudolfstetten-Friedlisb.
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo2503,Y,NA,NA,NA,NA,NA,NA NA
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,363,3063,0.15,BE,Ostermundigen,3063 Ostermundigen
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,363,3065,0.55,BE,Ostermundigen,3065 Ostermundigen
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,363,3066,0.6,BE,Ostermundigen,3066 Ostermundigen
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,363,3072,98.66,BE,Ostermundigen,3072 Ostermundigen
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3000AN,Y,363,3073,0.05,BE,Ostermundigen,3073 Ostermundigen
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011.BE1,Y,NA,NA,NA,NA,NA,NA NA
312,BE,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo3011B10,Y,NA,NA,NA,NA,NA,NA NA
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo2503,Y,443,2345,1.73,BE,Saint-Imier,2345 Saint-Imier
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo2503,Y,443,2610,98.27,BE,Saint-Imier,2610 Saint-Imier
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3000AN,Y,382,3263,100,BE,Büetigen,3263 Büetigen
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3011.BE1,Y,NA,NA,NA,NA,NA,NA NA
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3011B10,Y,NA,NA,NA,NA,NA,NA NA
312,BE,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo3322E,Y,NA,NA,NA,NA,NA,NA NA
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo3000AN,Y,336,4919,100,BE,Reisiswil,4919 Reisiswil
312,BE,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo4500new2,Y,NA,NA,NA,NA,NA,NA NA
312,BL,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo4051.BS1,Y,NA,NA,NA,NA,NA,NA NA
312,BL,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo4054R,Y,2821,4305,2.36,BL,Arisdorf,4305 Arisdorf
312,BL,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo4054R,Y,2821,4422,97.64,BL,Arisdorf,4422 Arisdorf
312,LU,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo6020,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo4500new2,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003O,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6004,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6020,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1095,6018,0.33,LU,Oberkirch,6018 Oberkirch
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1095,6207,0.11,LU,Oberkirch,6207 Oberkirch
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1095,6208,89.33,LU,Oberkirch,6208 Oberkirch
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1095,6210,9.56,LU,Oberkirch,6210 Oberkirch
312,LU,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6045,Y,1095,6216,0.67,LU,Oberkirch,6216 Oberkirch
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo4500new2,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003,Y,1097,5735,37.56,LU,Rickenbach (LU),5735 Rickenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003,Y,1097,6221,62.44,LU,Rickenbach (LU),6221 Rickenbach (LU)
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6003O,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6004,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6020,Y,1122,6147,100,LU,Altbüron,6147 Altbüron
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo6045,Y,NA,NA,NA,NA,NA,NA NA
312,LU,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8037Z,Y,NA,NA,NA,NA,NA,NA NA
312,NW,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,NA,NA,NA,NA,NA,NA NA
312,OW,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9000,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9001,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo9500,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8887new1,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9000,Y,3237,9404,0.1,SG,Thal,9404 Thal
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9000,Y,3237,9422,35.49,SG,Thal,9422 Thal
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9000,Y,3237,9423,16.17,SG,Thal,9423 Thal
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9000,Y,3237,9425,48.2,SG,Thal,9425 Thal
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9000,Y,3237,9427,0.05,SG,Thal,9427 Thal
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9001,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9032,0.63,SG,Waldkirch,9032 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9204,0.36,SG,Waldkirch,9204 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9205,70.51,SG,Waldkirch,9205 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9213,0.81,SG,Waldkirch,9213 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9246,0.45,SG,Waldkirch,9246 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9300,0.09,SG,Waldkirch,9300 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9100,Y,3444,9304,27.14,SG,Waldkirch,9304 Waldkirch
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9240,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9400,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9435,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo9444,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8887new1,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo9100,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo9240,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo9435,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo9444,Y,NA,NA,NA,NA,NA,NA NA
312,SG,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo9630B,Y,NA,NA,NA,NA,NA,NA NA
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo2503,Y,NA,NA,NA,NA,NA,NA NA
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo4054R,Y,NA,NA,NA,NA,NA,NA NA
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo4500Lu,Y,2463,4588,100,SO,Unterramsern,4588 Unterramsern
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo5000,Y,2583,5012,100,SO,Schönenwerd,5012 Schönenwerd
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,2426,4710,0.17,SO,Laupersdorf,4710 Laupersdorf
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,2426,4712,98.81,SO,Laupersdorf,4712 Laupersdorf
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6003,Y,2426,4717,1.02,SO,Laupersdorf,4717 Laupersdorf
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6460D,Y,NA,NA,NA,NA,NA,NA NA
312,SO,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,NA,NA,NA,NA,NA,NA NA
312,SZ,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6430,Y,1374,6416,100,SZ,Steinerberg,6416 Steinerberg
312,SZ,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8002new1,Y,NA,NA,NA,NA,NA,NA NA
312,SZ,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo8037Z,Y,NA,NA,NA,NA,NA,NA NA
312,TI,CH,2020,2019,PR-REG CH1,HMO,TAR-HMO,hmo6900,Y,5167,6952,100,TI,Canobbio,6952 Canobbio
312,ZG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo4500new2,Y,NA,NA,NA,NA,NA,NA NA
312,ZG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6315,Y,NA,NA,NA,NA,NA,NA NA
312,ZG,CH,2020,2019,PR-REG CH0,HMO,TAR-HMO,hmo6315X,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo6003,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8001,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8003,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8037Z,Y,159,8707,100,ZH,Uetikon am See,8707 Uetikon am See
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8046,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8048M,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8050G,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8302,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8400G,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8400R,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8408,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8610,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH2,HMO,TAR-HMO,hmo8953,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8003,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8037Z,Y,117,8340,86.38,ZH,Hinwil,8340 Hinwil
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8037Z,Y,117,8342,12.93,ZH,Hinwil,8342 Hinwil
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8037Z,Y,117,8498,0.69,ZH,Hinwil,8498 Hinwil
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8193,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8302,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8340,Y,NA,NA,NA,NA,NA,NA NA
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8400R,Y,231,8483,43.87,ZH,Zell (ZH),8483 Zell (ZH)
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8400R,Y,231,8486,33.26,ZH,Zell (ZH),8486 Zell (ZH)
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8400R,Y,231,8487,22.87,ZH,Zell (ZH),8487 Zell (ZH)
312,ZH,CH,2020,2019,PR-REG CH3,HMO,TAR-HMO,hmo8408,Y,224,8422,100,ZH,Pfungen,8422 Pfungen
